fips,county,state,state_name,lat,lon,land_sq_mi,population,septic_dominant_class,septic_dominant_share_pct,septic_very_limited_pct
21121,Knox County,KY,Kentucky,36.8885,-83.8556,386.33,29657,,,
27079,Le Sueur County,MN,Minnesota,44.3734,-93.7301,448.756,29458,Very limited,91.6,91.6
45037,Edgefield County,SC,South Carolina,33.7795,-81.9596,500.688,29455,Somewhat limited,60.8,38.6
13087,Decatur County,GA,Georgia,30.8806,-84.5839,597.239,29391,Very limited,46.8,46.8
08039,Elbert County,CO,Colorado,39.3152,-104.1141,1850.086,29382,,,
54051,Marshall County,WV,West Virginia,39.8544,-80.6718,305.396,29354,Very limited,93.9,93.9
48407,San Jacinto County,TX,Texas,30.5744,-95.1631,569.244,29326,,,
12003,Baker County,FL,Florida,30.3244,-82.3023,585.23,29325,Very limited,99,99
01093,Marion County,AL,Alabama,34.1382,-87.8816,742.342,29323,Very limited,83.6,83.6
46029,Codington County,SD,South Dakota,44.9663,-97.1988,687.585,29278,Very limited,95.4,95.4
51035,Carroll County,VA,Virginia,36.732,-80.7278,474.742,29242,Very limited,75.3,75.3
18137,Ripley County,IN,Indiana,39.1002,-85.2605,446.432,29214,Very limited,98,98
13225,Peach County,GA,Georgia,32.5716,-83.8315,150.284,29213,,,
51173,Smyth County,VA,Virginia,36.8423,-81.5398,451.439,29137,Very limited,77.9,77.9
47185,White County,TN,Tennessee,35.927,-85.4558,376.678,29108,,,
47017,Carroll County,TN,Tennessee,35.9657,-88.4524,597.658,29107,Very limited,96.5,96.5
26105,Mason County,MI,Michigan,43.9572,-86.4429,494.969,29093,Very limited,89.6,89.6
13169,Jones County,GA,Georgia,33.0217,-83.5622,393.942,29047,,,
20051,Ellis County,KS,Kansas,38.9146,-99.3173,899.934,29007,Very limited,65.5,65.5
28099,Neshoba County,MS,Mississippi,32.7525,-89.1193,570.134,28973,Very limited,93.3,93.3
13261,Sumter County,GA,Georgia,32.0423,-84.2043,482.877,28972,,,
05015,Carroll County,AR,Arkansas,36.3374,-93.541,629.928,28968,Very limited,89.8,89.8
26007,Alpena County,MI,Michigan,44.895,-83.4266,571.899,28903,Very limited,86.1,86.1
39161,Van Wert County,OH,Ohio,40.8555,-84.5858,409.15,28887,Very limited,99.6,99.6
39053,Gallia County,OH,Ohio,38.817,-82.3017,466.53,28886,Very limited,98.4,98.4
51099,King George County,VA,Virginia,38.2772,-77.1626,179.628,28816,,,
46081,Lawrence County,SD,South Dakota,44.3485,-103.8064,800.053,28809,Very limited,89.6,89.6
18179,Wells County,IN,Indiana,40.7355,-85.2133,368.087,28798,Very limited,98.4,98.4
39047,Fayette County,OH,Ohio,39.5552,-83.4619,406.361,28782,Very limited,99.7,99.7
21173,Montgomery County,KY,Kentucky,38.0381,-83.9124,197.377,28771,Very limited,93.6,93.6
51065,Fluvanna County,VA,Virginia,37.8306,-78.2835,287.12,28746,Somewhat limited,51.5,46.5
28001,Adams County,MS,Mississippi,31.4862,-91.3518,462.344,28674,Very limited,69,69
48067,Cass County,TX,Texas,33.0837,-94.3576,936.947,28622,,,
51053,Dinwiddie County,VA,Virginia,37.0735,-77.6355,503.826,28576,,,
28137,Tate County,MS,Mississippi,34.6496,-89.9431,404.763,28551,Very limited,86.3,86.3
21141,Logan County,KY,Kentucky,36.8596,-86.8813,552.222,28467,Very limited,58.1,58.1
55069,Lincoln County,WI,Wisconsin,45.3331,-89.7322,878.778,28461,Very limited,96.3,96.3
29207,Stoddard County,MO,Missouri,36.8516,-89.9475,823.142,28438,Very limited,91,91
22121,West Baton Rouge Parish,LA,Louisiana,30.4641,-91.3098,192.346,28425,Very limited,91.4,91.4
29127,Marion County,MO,Missouri,39.8075,-91.6354,436.931,28425,Very limited,93,93
28011,Bolivar County,MS,Mississippi,33.7991,-90.8841,876.507,28395,Very limited,92,92
24023,Garrett County,MD,Maryland,39.5473,-79.2746,649.077,28393,Very limited,96.2,96.2
45067,Marion County,SC,South Carolina,34.0836,-79.354,489.372,28368,Very limited,95.7,95.7
28145,Union County,MS,Mississippi,34.4895,-89.0023,415.607,28363,Very limited,99.3,99.3
13293,Upson County,GA,Georgia,32.8818,-84.2923,323.467,28358,,,
18175,Washington County,IN,Indiana,38.601,-86.1055,513.689,28345,Very limited,71.9,71.9
06035,Lassen County,CA,California,40.7153,-120.6212,4541.369,28340,,,
06021,Glenn County,CA,California,39.6025,-122.4017,1313.94,28304,Very limited,93,93
40039,Custer County,OK,Oklahoma,35.6456,-98.9974,988.779,28266,Very limited,74.2,74.2
51075,Goochland County,VA,Virginia,37.7188,-77.9176,282.042,28223,Very limited,51.2,51.2
47077,Henderson County,TN,Tennessee,35.654,-88.3877,520.009,28183,Very limited,98.7,98.7
48171,Gillespie County,TX,Texas,30.3251,-98.9418,1058.205,28159,Very limited,95.3,95.3
51197,Wythe County,VA,Virginia,36.8999,-81.083,461.952,28100,Very limited,69.9,69.9
12007,Bradford County,FL,Florida,29.9524,-82.1667,293.966,28075,Very limited,94.4,94.4
54029,Hancock County,WV,West Virginia,40.517,-80.5702,82.61,28054,,,
13147,Hart County,GA,Georgia,34.3487,-82.9633,232.423,28052,Somewhat limited,72.9,17
51840,Winchester city,VA,Virginia,39.1739,-78.1764,9.193,27800,Not rated,53.2,30.2
21239,Woodford County,KY,Kentucky,38.0431,-84.7489,189.573,27728,,,
50019,Orleans County,VT,Vermont,44.8284,-72.2516,694.553,27726,Very limited,94.8,94.8
54035,Jackson County,WV,West Virginia,38.8342,-81.6777,464.36,27718,,,
39001,Adams County,OH,Ohio,38.8345,-83.4781,583.872,27671,Very limited,96.5,96.5
28123,Scott County,MS,Mississippi,32.412,-89.5335,609.231,27666,Very limited,98.2,98.2
16075,Payette County,ID,Idaho,44.0024,-116.7502,406.88,27662,,,
18079,Jennings County,IN,Indiana,38.9962,-85.6281,376.601,27634,Very limited,93.8,93.8
47071,Hardin County,TN,Tennessee,35.2019,-88.1857,577.487,27617,Very limited,77.5,77.5
17135,Montgomery County,IL,Illinois,39.2281,-89.4781,703.766,27615,Very limited,93.4,93.4
13291,Union County,GA,Georgia,34.8333,-83.9893,323.592,27601,,,
27095,Mille Lacs County,MN,Minnesota,45.9293,-93.6327,572.297,27577,Very limited,81.3,81.3
45033,Dillon County,SC,South Carolina,34.3902,-79.3752,405.076,27577,Very limited,97.7,97.7
35017,Grant County,NM,New Mexico,32.7321,-108.3815,3961.207,27541,,,
28029,Copiah County,MS,Mississippi,31.8669,-90.4488,777.285,27536,Very limited,98.6,98.6
39069,Henry County,OH,Ohio,41.3316,-84.0689,416.013,27536,Very limited,99,99
17107,Logan County,IL,Illinois,40.1293,-89.3653,618.052,27518,Very limited,86.8,86.8
13257,Stephens County,GA,Georgia,34.5536,-83.2906,178.862,27498,,,
31025,Cass County,NE,Nebraska,40.9099,-96.1406,556.911,27492,Very limited,90.5,90.5
13279,Toombs County,GA,Georgia,32.1178,-82.3306,364.015,27488,,,
39073,Hocking County,OH,Ohio,39.4903,-82.4834,421.349,27429,Very limited,92.1,92.1
41013,Crook County,OR,Oregon,44.1631,-120.3716,2978.933,27336,,,
22031,De Soto Parish,LA,Louisiana,32.0592,-93.7408,876.45,27274,Very limited,89.7,89.7
37009,Ashe County,NC,North Carolina,36.4435,-81.4993,426.266,27266,Very limited,96.9,96.9
41057,Tillamook County,OR,Oregon,45.4559,-123.7593,1103.185,27264,Very limited,96.1,96.1
01061,Geneva County,AL,Alabama,31.0924,-85.821,574.485,27259,Very limited,81.8,81.8
51127,New Kent County,VA,Virginia,37.5102,-76.9993,210.031,27218,Very limited,86.1,86.1
54083,Randolph County,WV,West Virginia,38.7811,-79.8678,1039.7,27190,,,
47111,Macon County,TN,Tennessee,36.5378,-86.001,307.144,27189,Very limited,89.9,89.9
13035,Butts County,GA,Georgia,33.2904,-83.9582,183.685,27127,Somewhat limited,74.4,22.3
21085,Grayson County,KY,Kentucky,37.4586,-86.344,499.536,27070,Very limited,85.7,85.7
39131,Pike County,OH,Ohio,39.0713,-83.0529,440.282,27065,Very limited,97.2,97.2
26127,Oceana County,MI,Michigan,43.604,-86.4672,538.106,27014,Very limited,96.5,96.5
06015,Del Norte County,CA,California,41.7499,-123.981,1006.202,27009,,,
29069,Dunklin County,MO,Missouri,36.153,-90.0623,541.909,27002,Very limited,91.4,91.4
20149,Pottawatomie County,KS,Kansas,39.3822,-96.3371,840.735,26876,Very limited,96.1,96.1
08083,Montezuma County,CO,Colorado,37.338,-108.5958,2029.349,26841,,,
21217,Taylor County,KY,Kentucky,37.3662,-85.3281,266.418,26809,,,
54057,Mineral County,WV,West Virginia,39.4048,-78.9567,327.882,26778,,,
21193,Perry County,KY,Kentucky,37.2413,-83.2178,339.724,26739,,,
19015,Boone County,IA,Iowa,42.0386,-93.9394,570.461,26729,Very limited,76.1,76.1
35006,Cibola County,NM,New Mexico,34.9283,-107.9927,4539.984,26686,,,
45087,Union County,SC,South Carolina,34.6904,-81.6159,513.604,26678,Very limited,62.2,62.2
17109,McDonough County,IL,Illinois,40.4558,-90.679,589.305,26662,Very limited,75.7,75.7
55057,Juneau County,WI,Wisconsin,43.9328,-90.114,767.081,26590,Very limited,93.8,93.8
36049,Lewis County,NY,New York,43.7827,-75.4441,1276.309,26570,Very limited,92.4,92.4
41065,Wasco County,OR,Oregon,45.1645,-121.1651,2381.119,26507,,,
12133,Washington County,FL,Florida,30.6021,-85.6558,584.677,26503,Very limited,85.7,85.7
39019,Carroll County,OH,Ohio,40.5799,-81.0908,394.673,26460,Very limited,85.6,85.6
35047,San Miguel County,NM,New Mexico,35.4769,-104.8035,4721.515,26428,,,
18021,Clay County,IN,Indiana,39.3939,-87.1159,357.6,26424,Very limited,95.7,95.7
18031,Decatur County,IN,Indiana,39.306,-85.4998,372.568,26421,Very limited,98.4,98.4
37123,Montgomery County,NC,North Carolina,35.3275,-79.9108,491.539,26364,Very limited,50.6,50.6
51790,Staunton city,VA,Virginia,38.158,-79.0619,19.92,26361,Not rated,46.4,37.7
51600,Fairfax city,VA,Virginia,38.8532,-77.299,6.241,26340,Very limited,45.1,45.1
40015,Caddo County,OK,Oklahoma,35.1679,-98.381,1277.754,26337,Very limited,71.9,71.9
20059,Franklin County,KS,Kansas,38.558,-95.279,571.772,26273,Very limited,99.1,99.1
13131,Grady County,GA,Georgia,30.8759,-84.245,454.464,26271,Very limited,73.6,73.6
50015,Lamoille County,VT,Vermont,44.6112,-72.6327,461.255,26248,Very limited,84,84
05071,Johnson County,AR,Arkansas,35.5734,-93.4663,660.99,26172,Very limited,78.9,78.9
48331,Milam County,TX,Texas,30.7912,-96.9844,1016.356,26159,Very limited,83.2,83.2
28083,Leflore County,MS,Mississippi,33.5498,-90.2949,594.074,26157,Very limited,92,92
40049,Garvin County,OK,Oklahoma,34.7094,-97.3127,802.146,26149,Very limited,83.8,83.8
01019,Cherokee County,AL,Alabama,34.0695,-85.6542,553.617,26138,Very limited,66.7,66.7
26029,Charlevoix County,MI,Michigan,45.6186,-85.5437,416.33,26105,Very limited,88.4,88.4
47109,McNairy County,TN,Tennessee,35.1754,-88.5637,562.845,26103,Very limited,96.8,96.8
21043,Carter County,KY,Kentucky,38.3141,-83.039,409.497,26098,Very limited,93.8,93.8
26137,Otsego County,MI,Michigan,45.0218,-84.5766,515.006,26083,Very limited,96,96
12049,Hardee County,FL,Florida,27.4928,-81.8216,637.569,26068,Very limited,99.5,99.5
17075,Iroquois County,IL,Illinois,40.7489,-87.8336,1117.408,26067,Very limited,99.7,99.7
41061,Union County,OR,Oregon,45.3041,-117.9991,2036.941,26058,,,
16053,Jerome County,ID,Idaho,42.6914,-114.2621,597.545,26056,,,
32001,Churchill County,NV,Nevada,39.5377,-118.2642,4950.157,26033,,,
26043,Dickinson County,MI,Michigan,46.0128,-87.8661,760.95,25995,Very limited,72.6,72.6
26051,Gladwin County,MI,Michigan,43.9898,-84.3898,501.787,25995,Very limited,97.1,97.1
16031,Cassia County,ID,Idaho,42.2823,-113.6263,2565.61,25976,,,
26031,Cheboygan County,MI,Michigan,45.476,-84.4954,715.284,25964,Very limited,88.4,88.4
27153,Todd County,MN,Minnesota,46.0666,-94.9006,945.098,25955,Very limited,88.2,88.2
51775,Salem city,VA,Virginia,37.2853,-80.0552,14.517,25908,,,
28039,George County,MS,Mississippi,30.8554,-88.6423,478.699,25880,Very limited,65,65
35029,Luna County,NM,New Mexico,32.1845,-107.7472,2965.177,25878,Very limited,88.6,88.6
47081,Hickman County,TN,Tennessee,35.8023,-87.4671,612.483,25859,Very limited,79.1,79.1
13111,Fannin County,GA,Georgia,34.8665,-84.3173,387.106,25854,,,
19149,Plymouth County,IA,Iowa,42.7376,-96.216,862.828,25825,Very limited,83.1,83.1
19011,Benton County,IA,Iowa,42.0925,-92.0576,716.102,25799,Very limited,98,98
42131,Wyoming County,PA,Pennsylvania,41.5252,-76.0087,397.258,25771,Very limited,95.4,95.4
21081,Grant County,KY,Kentucky,38.6492,-84.6259,257.976,25722,,,
29215,Texas County,MO,Missouri,37.3143,-91.9645,1177.267,25715,Very limited,85.3,85.3
27015,Brown County,MN,Minnesota,44.2465,-94.7336,611.109,25710,Very limited,95.4,95.4
29131,Miller County,MO,Missouri,38.2167,-92.4299,592.582,25668,Very limited,96.7,96.7
29001,Adair County,MO,Missouri,40.1907,-92.6036,567.324,25660,Very limited,99.4,99.4
05023,Cleburne County,AR,Arkansas,35.5936,-92.0089,553.959,25646,Very limited,87.6,87.6
28127,Simpson County,MS,Mississippi,31.9025,-89.9177,589.165,25597,Very limited,91.2,91.2
48007,Aransas County,TX,Texas,28.1226,-96.9675,252.271,25595,,,
27083,Lyon County,MN,Minnesota,44.4092,-95.8473,714.411,25577,Very limited,96.7,96.7
41031,Jefferson County,OR,Oregon,44.6452,-121.1786,1781.696,25536,,,
26101,Manistee County,MI,Michigan,44.2453,-86.3275,542.325,25519,,,
45069,Marlboro County,SC,South Carolina,34.6017,-79.6794,479.874,25498,Very limited,80.6,80.6
28117,Prentiss County,MS,Mississippi,34.6206,-88.5222,414.985,25489,Very limited,90.3,90.3
48149,Fayette County,TX,Texas,29.8779,-96.9212,949.934,25488,Very limited,94.9,94.9
47069,Hardeman County,TN,Tennessee,35.2188,-88.9887,667.768,25434,Very limited,95.5,95.5
51167,Russell County,VA,Virginia,36.9334,-82.0959,473.524,25420,Very limited,87.9,87.9
26069,Iosco County,MI,Michigan,44.3869,-83.3801,549.477,25361,Very limited,94.4,94.4
19017,Bremer County,IA,Iowa,42.7809,-92.3274,435.479,25328,Very limited,97,97
13055,Chattooga County,GA,Georgia,34.4742,-85.3453,313.327,25306,,,
16013,Blaine County,ID,Idaho,43.3942,-113.9554,2637.738,25261,,,
08107,Routt County,CO,Colorado,40.4837,-106.9877,2362.02,25243,,,
24039,Somerset County,MD,Maryland,38.0744,-75.8533,319.749,25241,Not rated,53.3,46.7
13119,Franklin County,GA,Georgia,34.3751,-83.228,261.342,25208,,,
48463,Uvalde County,TX,Texas,29.3503,-99.7684,1551.922,25138,Very limited,93.7,93.7
55137,Waushara County,WI,Wisconsin,44.1128,-89.2398,626.161,25079,Very limited,97.4,97.4
47057,Grainger County,TN,Tennessee,36.2775,-83.5095,280.587,25073,Very limited,77,77
18129,Posey County,IN,Indiana,38.0276,-87.8687,409.385,25067,Very limited,69.5,69.5
21095,Harlan County,KY,Kentucky,36.8592,-83.2215,465.83,25052,,,
21137,Lincoln County,KY,Kentucky,37.4572,-84.6583,332.904,24910,,,
21005,Anderson County,KY,Kentucky,38.0054,-84.9864,202.26,24883,,,
08119,Teller County,CO,Colorado,38.87,-105.1874,557.141,24862,,,
20009,Barton County,KS,Kansas,38.4812,-98.7678,895.257,24835,Very limited,87.1,87.1
18181,White County,IN,Indiana,40.751,-86.8643,505.181,24833,Very limited,97.9,97.9
54053,Mason County,WV,West Virginia,38.7709,-82.029,430.768,24770,,,
18143,Scott County,IN,Indiana,38.6794,-85.7519,190.403,24751,Very limited,96.4,96.4
21205,Rowan County,KY,Kentucky,38.2043,-83.4281,279.881,24675,,,
47097,Lauderdale County,TN,Tennessee,35.763,-89.6277,471.895,24630,Very limited,71.9,71.9
45001,Abbeville County,SC,South Carolina,34.229,-82.4541,491.195,24607,Very limited,51.2,51.2
31047,Dawson County,NE,Nebraska,40.8678,-99.8156,1013.786,24554,Very limited,55.5,55.5
40065,Jackson County,OK,Oklahoma,34.594,-99.4122,802.653,24541,Very limited,87,87
26009,Antrim County,MI,Michigan,45.0055,-85.1756,475.69,24536,Very limited,81.8,81.8
13033,Burke County,GA,Georgia,33.0602,-82.0002,827.042,24472,Very limited,68.9,68.9
36123,Yates County,NY,New York,42.6382,-77.1043,338.168,24387,Very limited,76.8,76.8
01005,Barbour County,AL,Alabama,31.8703,-85.4051,885.008,24358,Very limited,80.7,80.7
18135,Randolph County,IN,Indiana,40.1641,-85.0058,452.379,24337,Very limited,99.5,99.5
29007,Audrain County,MO,Missouri,39.2145,-91.8434,692.25,24304,Very limited,99.3,99.3
13267,Tattnall County,GA,Georgia,32.0438,-82.0592,480.84,24275,,,
53049,Pacific County,WA,Washington,46.5566,-123.7824,933.374,24245,,,
28057,Itawamba County,MS,Mississippi,34.2811,-88.3631,532.795,24198,Very limited,93.8,93.8
48419,Shelby County,TX,Texas,31.7901,-94.1426,795.589,24192,Very limited,91,91
53039,Klickitat County,WA,Washington,45.8704,-120.7793,1871.636,24124,,,
29175,Randolph County,MO,Missouri,39.4392,-92.493,482.713,24077,Very limited,98.2,98.2
29119,McDonald County,MO,Missouri,36.628,-94.3437,539.445,24054,Very limited,78.6,78.6
54067,Nicholas County,WV,West Virginia,38.2914,-80.7975,646.842,24017,,,
28091,Marion County,MS,Mississippi,31.2315,-89.8223,542.326,24008,Very limited,79.4,79.4
55049,Iowa County,WI,Wisconsin,43.001,-90.1337,762.698,23963,Very limited,97,97
55125,Vilas County,WI,Wisconsin,46.0498,-89.5013,857.712,23948,Very limited,83,83
21183,Ohio County,KY,Kentucky,37.4779,-86.8449,587.096,23933,Very limited,90.2,90.2
26143,Roscommon County,MI,Michigan,44.3395,-84.6113,519.897,23932,Very limited,88.5,88.5
01133,Winston County,AL,Alabama,34.1546,-87.3653,613,23869,Very limited,84.5,84.5
54027,Hampshire County,WV,West Virginia,39.3121,-78.612,640.402,23793,,,
22067,Morehouse Parish,LA,Louisiana,32.82,-91.8004,794.95,23787,Very limited,81.3,81.3
41027,Hood River County,OR,Oregon,45.5118,-121.656,522.194,23764,,,
51139,Page County,VA,Virginia,38.6232,-78.4919,310.017,23686,Very limited,86.3,86.3
54097,Upshur County,WV,West Virginia,38.9025,-80.2316,354.638,23650,Very limited,98.7,98.7
29221,Washington County,MO,Missouri,37.9426,-90.897,759.866,23583,Very limited,95.3,95.3
47133,Overton County,TN,Tennessee,36.3449,-85.2831,433.488,23551,Very limited,82,82
48281,Lampasas County,TX,Texas,31.1967,-98.2409,712.528,23539,Very limited,88.5,88.5
21167,Mercer County,KY,Kentucky,37.8121,-84.8797,249.383,23515,,,
46135,Yankton County,SD,South Dakota,43.0066,-97.3884,521.189,23509,Very limited,90.7,90.7
51820,Waynesboro city,VA,Virginia,38.0672,-78.9014,14.97,23498,Not rated,48,31
27093,Meeker County,MN,Minnesota,45.1232,-94.5273,607.968,23491,Very limited,89,89
26133,Osceola County,MI,Michigan,43.9976,-85.3223,566.291,23484,Very limited,94.4,94.4
18149,Starke County,IN,Indiana,41.2845,-86.6446,309.144,23463,Very limited,97.7,97.7
31155,Saunders County,NE,Nebraska,41.223,-96.6427,748.703,23406,Very limited,85.1,85.1
42067,Juniata County,PA,Pennsylvania,40.5307,-77.4004,391.391,23395,,,
13237,Putnam County,GA,Georgia,33.3211,-83.3718,344.682,23383,,,
40133,Seminole County,OK,Oklahoma,35.1584,-96.6029,632.819,23351,Very limited,89.6,89.6
18041,Fayette County,IN,Indiana,39.6397,-85.185,215.021,23335,Very limited,82.4,82.4
29195,Saline County,MO,Missouri,39.1358,-93.2042,755.51,23325,Very limited,92.1,92.1
56039,Teton County,WY,Wyoming,44.0487,-110.4261,3996.846,23272,,,
13107,Emanuel County,GA,Georgia,32.5912,-82.3002,680.574,23224,Very limited,91.3,91.3
29177,Ray County,MO,Missouri,39.3084,-93.9957,568.979,23199,Very limited,94.1,94.1
48299,Llano County,TX,Texas,30.7076,-98.6847,934.069,23163,Very limited,94.1,94.1
18047,Franklin County,IN,Indiana,39.4098,-85.067,384.426,23136,Very limited,97.7,97.7
01111,Randolph County,AL,Alabama,33.2965,-85.4641,580.55,23067,Very limited,57.4,57.4
21013,Bell County,KY,Kentucky,36.7289,-83.6807,358.999,23051,,,
26109,Menominee County,MI,Michigan,45.5356,-87.5015,1044.041,23050,Very limited,76.1,76.1
28133,Sunflower County,MS,Mississippi,33.6055,-90.5951,697.759,23029,Very limited,96.4,96.4
28163,Yazoo County,MS,Mississippi,32.7657,-90.3879,922.339,23024,Very limited,92.1,92.1
48365,Panola County,TX,Texas,32.164,-94.3052,811.355,23022,Very limited,93.2,93.2
51670,Hopewell city,VA,Virginia,37.291,-77.2989,10.354,22970,,,
48165,Gaines County,TX,Texas,32.7439,-102.6316,1502.363,22892,Somewhat limited,80.4,16.4
26089,Leelanau County,MI,Michigan,45.1462,-86.0516,347.2,22871,Very limited,87.1,87.1
48019,Bandera County,TX,Texas,29.7564,-99.2483,790.994,22830,Very limited,99,99
17165,Saline County,IL,Illinois,37.7515,-88.545,379.996,22826,Very limited,95.6,95.6
29055,Crawford County,MO,Missouri,37.9666,-91.3139,742.477,22808,Very limited,95,95
41015,Curry County,OR,Oregon,42.4664,-124.2109,1628.395,22774,Very limited,99.5,99.5
16067,Minidoka County,ID,Idaho,42.8572,-113.6398,757.227,22691,,,
19183,Washington County,IA,Iowa,41.3294,-91.7251,568.828,22631,Very limited,99.1,99.1
29083,Henry County,MO,Missouri,38.3865,-93.7926,696.936,22575,Very limited,94.2,94.2
48293,Limestone County,TX,Texas,31.5475,-96.5936,905.43,22569,Very limited,82.9,82.9
53003,Asotin County,WA,Washington,46.1819,-117.2278,636.075,22523,,,
49041,Sevier County,UT,Utah,38.7468,-111.8119,1910.476,22520,,,
47151,Scott County,TN,Tennessee,36.4306,-84.5041,532.301,22517,,,
22003,Allen Parish,LA,Louisiana,30.6527,-92.8196,762.085,22501,Very limited,99.5,99.5
37007,Anson County,NC,North Carolina,34.975,-80.1098,531.467,22432,Very limited,73.3,73.3
29141,Morgan County,MO,Missouri,38.4208,-92.8748,597.635,22399,Very limited,95.7,95.7
51163,Rockbridge County,VA,Virginia,37.8145,-79.4478,596.548,22368,Very limited,80,80
37033,Caswell County,NC,North Carolina,36.3943,-79.3396,425.501,22363,Very limited,77.3,77.3
37115,Madison County,NC,North Carolina,35.8642,-82.7126,449.615,22352,Very limited,96.1,96.1
20191,Sumner County,KS,Kansas,37.2367,-97.4934,1181.668,22336,Very limited,82.6,82.6
05111,Poinsett County,AR,Arkansas,35.5689,-90.6811,758.295,22300,Very limited,97.3,97.3
22075,Plaquemines Parish,LA,Louisiana,29.2824,-89.5761,780.595,22289,Not rated,65,35
51147,Prince Edward County,VA,Virginia,37.2249,-78.433,349.946,22276,Very limited,56.2,56.2
01007,Bibb County,AL,Alabama,33.0159,-87.1271,622.47,22258,Very limited,91.2,91.2
40009,Beckham County,OK,Oklahoma,35.2706,-99.6901,901.675,22248,Very limited,89.6,89.6
48225,Houston County,TX,Texas,31.323,-95.4216,1230.997,22197,Very limited,93.6,93.6
30053,Lincoln County,MT,Montana,48.5524,-115.4632,3612.559,22184,,,
01025,Clarke County,AL,Alabama,31.6855,-87.8186,1238.42,22142,Very limited,81.6,81.6
22043,Grant Parish,LA,Louisiana,31.5978,-92.5617,643.75,22109,Very limited,89.8,89.8
21115,Johnson County,KY,Kentucky,37.8478,-82.8301,261.966,22098,,,
06011,Colusa County,CA,California,39.1777,-122.2376,1150.639,22074,Very limited,94.6,94.6
27057,Hubbard County,MN,Minnesota,47.0956,-94.9133,926.028,22050,Very limited,89.2,89.2
21003,Allen County,KY,Kentucky,36.7508,-86.1925,343.724,22037,Very limited,56.8,56.8
19123,Mahaska County,IA,Iowa,41.3308,-92.6364,570.851,22034,Very limited,97.8,97.8
05027,Columbia County,AR,Arkansas,33.223,-93.2328,766.065,22024,Very limited,95.9,95.9
27105,Nobles County,MN,Minnesota,43.6777,-95.7631,715.117,21969,Very limited,95.6,95.6
47129,Morgan County,TN,Tennessee,36.1387,-84.6393,522.18,21954,,,
13211,Morgan County,GA,Georgia,33.5986,-83.4994,347.411,21940,Somewhat limited,80.8,17.5
48337,Montague County,TX,Texas,33.6784,-97.725,930.906,21890,Very limited,82.2,82.2
48341,Moore County,TX,Texas,35.8357,-101.8905,899.698,21872,Very limited,67.8,67.8
16045,Gem County,ID,Idaho,44.0615,-116.3988,559.774,21857,,,
18119,Owen County,IN,Indiana,39.3173,-86.8388,385.295,21851,Very limited,86.5,86.5
12123,Taylor County,FL,Florida,29.9671,-83.6396,1043.337,21843,Very limited,99.4,99.4
05123,St. Francis County,AR,Arkansas,35.0228,-90.7515,634.784,21822,Very limited,96,96
51105,Lee County,VA,Virginia,36.7017,-83.1301,435.378,21780,Very limited,84.8,84.8
13189,McDuffie County,GA,Georgia,33.4806,-82.4796,257.379,21764,,,
47041,DeKalb County,TN,Tennessee,35.9822,-85.8336,304.432,21747,Very limited,70.5,70.5
22085,Sabine Parish,LA,Louisiana,31.5604,-93.5596,866.631,21746,Very limited,81.8,81.8
51079,Greene County,VA,Virginia,38.298,-78.4702,155.947,21744,Very limited,67.5,67.5
29049,Clinton County,MO,Missouri,39.6087,-94.3958,418.94,21721,Very limited,98.4,98.4
54059,Mingo County,WV,West Virginia,37.7212,-82.159,423.121,21712,,,
31067,Gage County,NE,Nebraska,40.2552,-96.6835,851.468,21687,Very limited,98.8,98.8
05103,Ouachita County,AR,Arkansas,33.5912,-92.8784,732.721,21684,Very limited,88.1,88.1
27157,Wabasha County,MN,Minnesota,44.2896,-92.2335,522.965,21574,Very limited,67.9,67.9
38093,Stutsman County,ND,North Dakota,46.9722,-98.9561,2221.904,21546,Somewhat limited,51.4,43.7
17085,Jo Daviess County,IL,Illinois,42.3624,-90.2115,600.924,21528,Very limited,77,77
37117,Martin County,NC,North Carolina,35.8473,-77.1196,456.412,21523,Very limited,90.3,90.3
48219,Hockley County,TX,Texas,33.6059,-102.3434,908.392,21505,Somewhat limited,90.2,9.7
27045,Fillmore County,MN,Minnesota,43.6792,-92.0939,861.333,21502,Very limited,87.2,87.2
39105,Meigs County,OH,Ohio,39.0898,-82.0284,430.102,21491,Very limited,97.7,97.7
48089,Colorado County,TX,Texas,29.5963,-96.5089,960.291,21475,Very limited,96.2,96.2
28079,Leake County,MS,Mississippi,32.7606,-89.5222,582.897,21462,Very limited,98.1,98.1
05083,Logan County,AR,Arkansas,35.2187,-93.7209,709.115,21457,Very limited,92.7,92.7
13199,Meriwether County,GA,Georgia,33.0293,-84.6671,500.907,21439,Somewhat limited,68.2,29.6
28139,Tippah County,MS,Mississippi,34.7636,-88.9188,457.822,21423,Very limited,98.9,98.9
05029,Conway County,AR,Arkansas,35.2657,-92.6892,551.953,21422,Very limited,89.6,89.6
39175,Wyandot County,OH,Ohio,40.8398,-83.3137,406.879,21394,Very limited,98.1,98.1
51169,Scott County,VA,Virginia,36.7128,-82.6136,535.827,21388,Very limited,91.3,91.3
55001,Adams County,WI,Wisconsin,43.9738,-89.7672,645.646,21352,Very limited,92.2,92.2
31043,Dakota County,NE,Nebraska,42.3916,-96.5613,264.431,21335,Very limited,62.7,62.7
54009,Brooke County,WV,West Virginia,40.2726,-80.5787,89.036,21285,,,
